Sample	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number
GCA_002173815.1_ASM217381v1_genomic	I-3442	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521426	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0
GCA_001972505.1_ASM197250v1_genomic	SCPM-O-B-4664	1980	-41	NA	NA	NA	NA	NA	NA	Talassica	0.PE	0.PE4t	SAMN05521425	KEEP: Assembly Modern No Location	0
GCA_001972415.1_ASM197241v1_genomic	SCPM-O-B-6983	1969	-52	NA	NA	NA	NA	NA	NA	Caucasica	0.PE	0.PE2	SAMN05521424	KEEP: Assembly Modern No Location	0
GCA_001972405.1_ASM197240v1_genomic	C-700	1995	-26	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521423	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
GCA_001972385.1_ASM197238v1_genomic	C-678	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521422	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
GCA_001972395.1_ASM197239v1_genomic	C-535	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521421	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
GCA_001972465.1_ASM197246v1_genomic	C-370	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521420	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
GCA_002127355.1_ASM212735v1_genomic	C-712	1996	-25	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04993042	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
GCA_002127375.1_ASM212737v1_genomic	C-739	1998	-23	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992974	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
GCA_002165475.1_ASM216547v1_genomic	C-824	2010	-11	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992971	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
GCA_002127365.1_ASM212736v1_genomic	C-746	1997	-24	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992968	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
GCA_001295055.1_ASM129505v1_genomic	C-666	1989	-32	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861513	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_001294915.1_ASM129491v1_genomic	C-346	1976	-45	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03861512	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_001295065.1_ASM129506v1_genomic	C-267	1969	-52	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861484	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_001295185.1_ASM129518v1_genomic	C-197	1967	-54	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861482	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_001294975.1_ASM129497v1_genomic	A-1804	1980	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03861481	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_001295045.1_ASM129504v1_genomic	C-290	1971	-50	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03839880	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_001295145.1_ASM129514v1_genomic	A-1807	1980	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03839879	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_001294805.1_ASM129480v1_genomic	I-3134	1984	-37	Mongolia	Bayankhongor	46.825038799999994	103.8499736	46.18084675	100.67009765478292	Microtus	0.PE	0.PE4m	SAMN03839877	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_001294815.1_ASM129481v1_genomic	C-590	1983	-38	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03839876	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_001294825.1_ASM129482v1_genomic	C-537	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN03839871	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_000950945.1_ASM95094v1_genomic	I-3189	1986	-35	Mongolia	Omnogovi	46.825038799999994	103.8499736	49.10457325	91.56421013087612	Ulegeica	0.PE	0.PE5	SAMN03256423	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_003122795.1_Y.pestis_I-2422_genomic	I-2422	1974	-47	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08866751	KEEP: Assembly Modern Kislichkina 2015 Kutyrev 2018 Keller 2019	0
GCA_002981925.1_ASM298192v1_genomic	I-2236	1972	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625967	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0
GCA_002981915.1_ASM298191v1_genomic	I-3190	1986	-35	Mongolia	Ömnögovi	46.825038799999994	103.8499736	43.282363000000004	104.11338640000001	Ulegeica	0.PE	0.PE5	SAMN08625966	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0
GCA_003074535.1_ASM307453v1_genomic	5M	1952	-69	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866745	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
GCA_003074595.1_ASM307459v1_genomic	262	1967	-54	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866640	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
GCA_003074335.1_ASM307433v1_genomic	44	1966	-55	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Medievalis	2.MED	2.MED1	SAMN05225380	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2
GCA_003074175.1_ASM307417v1_genomic	I-3086	1983	-38	Mongolia	Bayankhongor	46.825038799999994	103.8499736	46.18084675	100.67009765478292	Microtus	0.PE	0.PE4m	SAMN05219216	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
GCA_003074415.1_ASM307441v1_genomic	3551	1979	-42	Armenia	Gegharkunik Province	40.7696272	44.6736646	40.3030726	45.375739	Caucasica	0.PE	0.PE2	SAMN05225437	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
GCA_003074315.1_ASM307431v1_genomic	I-3223	1987	-34	Russia	Tuva Republic	64.6863136	97.7453061	51.401714899999995	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN05225379	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4
GCA_003074275.1_ASM307427v1_genomic	C-627	1986	-35	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.442828600000006	43.4204809	Medievalis	2.MED	2.MED0	SAMN05225373	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2
GCA_003074235.1_ASM307423v1_genomic	I-3244	1988	-33	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Antiqua	4.ANT	4.ANT1	SAMN05225370	KEEP: Assembly Modern	4
GCA_002412255.1_Y.pestis_A-1836_genomic	A-1836	1983	-38	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN05162891	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0
GCA_003086015.1_ASM308601v1_genomic	M-1944	2012	-9	Russia	Tuva Republic	64.6863136	97.7453061	51.401714899999995	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN05162583	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4
GCA_003086055.1_ASM308605v1_genomic	595	2014	-7	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN05162559	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2
GCA_003085955.1_ASM308595v1_genomic	1313	2014	-7	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05150105	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
GCA_002412245.1_Y.pestis_A-1691_genomic	A-1691	1971	-50	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN05150065	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0
GCA_002412225.1_Y.pestis_A-1486_genomic	A-1486	1966	-55	Kyrgyzstan	Osh Region	41.5089324	74.724091	40.1537925	73.35273504013053	Antiqua	0.ANT	0.ANT3	SAMN05149973	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0
GCA_003085875.1_ASM308587v1_genomic	M-986	1975	-46	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05149970	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
GCA_002412235.1_Y.pestis_A-1249_genomic	A-1249	1970	-51	Tajikistan	Sughd Province	38.62817329999999	70.8156541	39.354860200000005	68.8268012	Hissarica	0.PE	0.PE4h	SAMN05149969	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0
GCA_003085915.1_ASM308591v1_genomic	517	2014	-7	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05017795	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4
GCA_002412305.1_Y.pestis_A-1809_genomic	A-1809	1980	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Medievalis	2.MED	2.MED1	SAMN05017696	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	2
GCA_003086115.1_ASM308611v1_genomic	A-1920	1988	-33	Kazakhstan	Almaty Region	47.2286086	65.20931970000001	45.2351691	77.27418709999999	Medievalis	2.MED	2.MED1	SAMN05017652	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2
GCA_003086075.1_ASM308607v1_genomic	A-1825	1983	-38	Uzbekistan	Navoiy Region	41.32373	63.9528098	42.0	64.0	Medievalis	2.MED	2.MED1	SAMN05017610	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2
GCA_003086035.1_ASM308603v1_genomic	2751-55	2012	-9	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05017606	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
GCA_001693595.1_ASM169359v1_genomic	Cadman	2016	-5	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN05282282	KEEP: Assembly Modern	1
GCA_000835005.1_ASM83500v1_genomic	Nairobi	1985	-36	Kenya	Nairobi	1.4419683	38.431397499999996	-1.30316895	36.826061224105075	Antiqua	1.ANT	1.ANT1	SAMN03256395	KEEP: Assembly Modern	1
GCA_000834985.1_ASM83498v1_genomic	Pestoides G	[1950:1984]	[-71:-37]	NA	NA	NA	NA	NA	NA	Caucasica	0.PE	0.PE2	SAMN03202985	KEEP: Assembly Modern No Location	0
GCA_001559935.1_ASM155993v1_genomic	KM918	1989	-32	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.442828600000006	43.4204809	Medievalis	2.MED	2.MED1	SAMN04331740	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2
GCA_001509855.1_ASM150985v1_genomic	Yp2126	2011	-10	United States of America	Arizona	39.7837304	-100.4458825	34.395342	-111.763275	Orientalis	1.ORI	1.ORI1	SAMN04012736	KEEP: Assembly Modern	1
GCA_001509865.1_ASM150986v1_genomic	Yp1945	2009	-12	United States of America	Texas	39.7837304	-100.4458825	31.8160381	-99.51209859999999	Orientalis	1.ORI	1.ORI1	SAMN04012733	KEEP: Assembly Modern	1
GCA_001617805.1_Yersinia_pestis_173_genomic	173	1978	-43	Kazakhstan	Mangystau Province	47.2286086	65.20931970000001	43.3338178	52.85319112908714	Medievalis	2.MED	2.MED1	SAMN04376919	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2
GCA_001617785.1_Yersinia_pestis_M-549_genomic	M-549	1977	-44	Turkmenistan	Balkan	39.376380700000006	59.392460899999996	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04376917	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2
GCA_001617715.1_Yersinia_pestis_M-519_genomic	M-519	1967	-54	Turkmenistan	Balkan	39.376380700000006	59.392460899999996	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04376048	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2
GCA_001617735.1_Yersinia_pestis_M-1763_genomic	M-1763	2002	-19	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN04376042	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2
GCA_001613865.1_ASM161386v1_genomic	1116-D	1971	-50	Russia	Ingushetia	64.6863136	97.7453061	43.1655309	44.979682000000004	Medievalis	2.MED	2.MED1	SAMN04364301	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2
GCA_001601735.1_ASM160173v1_genomic	A-1815	1980	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN04337145	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0
GCA_001601675.1_ASM160167v1_genomic	C-741	1999	-22	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04336076	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
GCA_000834925.1_ASM83492v1_genomic	Pestoides B	[1950:1984]	[-71:-37]	NA	NA	NA	NA	NA	NA	Altaica	0.PE	0.PE4a	SAMN03218157	KEEP: Assembly Modern No Location	0
GCA_000834315.1_ASM83431v1_genomic	Pestoides F	[1950:1984]	[-71:-37]	NA	NA	NA	NA	NA	NA	Caucasica	0.PE	0.PE2	SAMN03121016	KEEP: Assembly Modern No Location Morelli 2010 Cui 2013 Keller 2019	0
GCA_001188795.1_ASM118879v1_genomic	3067	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943655	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0
GCA_001188755.1_ASM118875v1_genomic	8787	1992	-29	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943569	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0
GCA_001188815.1_ASM118881v1_genomic	2944	1975	-46	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.442828600000006	43.4204809	Medievalis	2.MED	2.MED1	SAMN03941711	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	2
GCA_001188935.1_ASM118893v1_genomic	1413	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03783058	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0
